row,column,hidden_layers,hidden_size,learning_rate,activation,optimizer,hp,surprisal,accuracy,good_outcomes,bad_outcomes
0,0,1,11,0.01,ReLU,SGD,14,1.3470736479666092,0.26,26,74
0,1,1,55,0.01,ReLU,SGD,7,1.1394342831883648,0.32,32,68
0,2,1,40,0.01,ReLU,SGD,48,1.171182981502945,0.31,31,69
0,3,1,29,0.01,ReLU,SGD,58,0.941608539858445,0.39,39,61
0,4,1,61,0.01,ReLU,SGD,76,0.6733445532637656,0.51,51,49
0,5,1,70,0.01,ReLU,SGD,93,0.941608539858445,0.39,39,61
0,6,1,39,0.01,ReLU,SGD,72,0.941608539858445,0.39,39,61
0,7,1,37,0.01,ReLU,SGD,65,0.916290731874155,0.4,40,60
0,8,1,34,0.01,ReLU,SGD,50,1.0788096613719298,0.34,34,66
0,9,1,19,0.01,ReLU,SGD,54,1.0216512475319814,0.36,36,64
0,10,1,91,0.01,ReLU,SGD,94,0.8209805520698302,0.44,44,56
0,11,1,7,0.01,ReLU,SGD,8,1.0788096613719298,0.34,34,66
0,12,1,81,0.01,ReLU,SGD,81,0.7985076962177716,0.45,45,55
0,13,1,42,0.01,ReLU,SGD,56,1.1086626245216111,0.33,33,67
0,14,1,6,0.01,ReLU,SGD,4,1.3470736479666092,0.26,26,74
0,15,1,9,0.01,ReLU,SGD,-11,1.3093333199837622,0.27,27,73
0,16,1,81,0.01,ReLU,SGD,68,0.6539264674066639,0.52,52,48
0,17,1,22,0.01,ReLU,SGD,-16,1.2378743560016174,0.29,29,71
0,18,1,78,0.01,ReLU,SGD,49,0.9942522733438669,0.37,37,63
0,19,1,16,0.01,ReLU,SGD,5,1.3470736479666092,0.26,26,74
0,20,1,75,0.01,ReLU,SGD,72,0.941608539858445,0.39,39,61
0,21,1,80,0.01,ReLU,SGD,57,0.7985076962177716,0.45,45,55
0,22,1,12,0.01,ReLU,SGD,-10,1.3470736479666092,0.26,26,74
0,23,1,42,0.01,ReLU,SGD,92,0.7985076962177716,0.45,45,55
0,24,1,6,0.01,ReLU,SGD,67,1.0788096613719298,0.34,34,66
0,25,1,15,0.01,ReLU,SGD,29,1.0788096613719298,0.34,34,66
0,26,1,43,0.01,ReLU,SGD,52,1.0788096613719298,0.34,34,66
0,27,1,3,0.01,ReLU,SGD,47,1.1394342831883648,0.32,32,68
0,28,1,33,0.01,ReLU,SGD,84,0.6931471805599453,0.5,50,50
0,29,1,89,0.01,ReLU,SGD,72,0.8915981192837836,0.41,41,59
0,30,1,16,0.01,ReLU,SGD,21,1.2039728043259361,0.3,30,70
0,31,1,9,0.01,ReLU,SGD,-13,1.3862943611198906,0.25,25,75
0,32,1,95,0.01,ReLU,SGD,71,0.7339691750802004,0.48,48,52
0,33,1,20,0.01,ReLU,SGD,45,0.941608539858445,0.39,39,61
0,34,1,41,0.01,ReLU,SGD,81,0.7339691750802004,0.48,48,52
0,35,1,68,0.01,ReLU,SGD,127,0.7133498878774648,0.49,49,51
0,36,1,44,0.01,ReLU,SGD,55,1.0498221244986778,0.35,35,65
0,37,1,6,0.01,ReLU,SGD,62,0.9942522733438669,0.37,37,63
0,38,1,38,0.01,ReLU,SGD,45,0.7985076962177716,0.45,45,55
0,39,1,17,0.01,ReLU,SGD,7,1.2039728043259361,0.3,30,70
0,40,1,97,0.01,ReLU,SGD,78,0.8209805520698302,0.44,44,56
0,41,1,66,0.01,ReLU,SGD,67,0.916290731874155,0.4,40,60
0,42,1,98,0.01,ReLU,SGD,76,0.7765287894989963,0.46,46,54
0,43,1,70,0.01,ReLU,SGD,5,1.2039728043259361,0.3,30,70
0,44,1,36,0.01,ReLU,SGD,75,0.916290731874155,0.4,40,60
0,45,1,62,0.01,ReLU,SGD,72,0.7985076962177716,0.45,45,55
0,46,1,46,0.01,ReLU,SGD,62,0.8675005677047231,0.42,42,58
0,47,1,20,0.01,ReLU,SGD,81,0.8675005677047231,0.42,42,58
0,48,1,64,0.01,ReLU,SGD,80,0.8209805520698302,0.44,44,56
0,49,1,10,0.01,ReLU,SGD,91,0.7765287894989963,0.46,46,54
1,0,1,98,0.01,ReLU,SGD,59,0.941608539858445,0.39,39,61
1,1,1,94,0.01,ReLU,SGD,49,1.1394342831883648,0.32,32,68
1,2,1,17,0.01,ReLU,SGD,56,1.0216512475319814,0.36,36,64
1,3,1,65,0.01,ReLU,SGD,78,0.6931471805599453,0.5,50,50
1,4,1,1,0.01,ReLU,SGD,-131,3.506557897319982,0.03,3,97
1,5,1,26,0.01,ReLU,SGD,34,0.9942522733438669,0.37,37,63
1,6,1,8,0.01,ReLU,SGD,4,1.4271163556401458,0.24,24,76
1,7,1,73,0.01,ReLU,SGD,98,0.8209805520698302,0.44,44,56
1,8,1,20,0.01,ReLU,SGD,-3,1.2729656758128873,0.28,28,72
1,9,1,25,0.01,ReLU,SGD,36,1.0788096613719298,0.34,34,66
1,10,1,56,0.01,ReLU,SGD,28,1.0216512475319814,0.36,36,64
1,11,1,1,0.01,ReLU,SGD,-124,3.506557897319982,0.03,3,97
1,12,1,54,0.01,ReLU,SGD,80,0.8915981192837836,0.41,41,59
1,13,1,60,0.01,ReLU,SGD,63,1.0788096613719298,0.34,34,66
1,14,1,99,0.01,ReLU,SGD,44,1.0498221244986778,0.35,35,65
1,15,1,14,0.01,ReLU,SGD,54,0.8209805520698302,0.44,44,56
1,16,1,11,0.01,ReLU,SGD,48,0.8915981192837836,0.41,41,59
1,17,1,95,0.01,ReLU,SGD,78,0.8675005677047231,0.42,42,58
1,18,1,57,0.01,ReLU,SGD,63,0.7550225842780328,0.47,47,53
1,19,1,98,0.01,ReLU,SGD,104,0.7339691750802004,0.48,48,52
1,20,1,74,0.01,ReLU,SGD,75,0.941608539858445,0.39,39,61
1,21,1,23,0.01,ReLU,SGD,30,1.1086626245216111,0.33,33,67
1,22,1,22,0.01,ReLU,SGD,34,0.9942522733438669,0.37,37,63
1,23,1,24,0.01,ReLU,SGD,56,0.7765287894989963,0.46,46,54
1,24,1,53,0.01,ReLU,SGD,59,0.8915981192837836,0.41,41,59
1,25,1,78,0.01,ReLU,SGD,41,0.9942522733438669,0.37,37,63
1,26,1,14,0.01,ReLU,SGD,39,1.3862943611198906,0.25,25,75
1,27,1,8,0.01,ReLU,SGD,57,1.0498221244986778,0.35,35,65
1,28,1,72,0.01,ReLU,SGD,115,0.7550225842780328,0.47,47,53
1,29,1,1,0.01,ReLU,SGD,-16,1.7147984280919266,0.18,18,82
1,30,1,7,0.01,ReLU,SGD,-7,1.0216512475319814,0.36,36,64
1,31,1,65,0.01,ReLU,SGD,76,0.7985076962177716,0.45,45,55
1,32,1,54,0.01,ReLU,SGD,89,0.7985076962177716,0.45,45,55
1,33,1,31,0.01,ReLU,SGD,38,1.1086626245216111,0.33,33,67
1,34,1,25,0.01,ReLU,SGD,40,1.0788096613719298,0.34,34,66
1,35,1,69,0.01,ReLU,SGD,67,0.8675005677047231,0.42,42,58
1,36,1,11,0.01,ReLU,SGD,44,1.2729656758128873,0.28,28,72
1,37,1,74,0.01,ReLU,SGD,65,0.7985076962177716,0.45,45,55
1,38,1,60,0.01,ReLU,SGD,49,0.7985076962177716,0.45,45,55
1,39,1,73,0.01,ReLU,SGD,97,0.616186139423817,0.54,54,46
1,40,1,59,0.01,ReLU,SGD,102,0.8675005677047231,0.42,42,58
1,41,1,56,0.01,ReLU,SGD,63,1.0788096613719298,0.34,34,66
