row,column,hidden_layers,hidden_size,learning_rate,activation,optimizer,hp,surprisal,accuracy,good_outcomes,bad_outcomes
0,0,2,8,0.01,ReLU,SGD,-110,1.6094379124341003,0.2,20,80
0,1,2,8,0.01,ReLU,SGD,16,0.843970070294529,0.43,43,57
0,2,5,8,0.01,ReLU,SGD,10,2.2072749131897207,0.11,11,89
0,3,1,8,0.01,ReLU,SGD,130,0.4620354595965587,0.63,63,37
0,4,1,8,0.01,ReLU,SGD,63,0.843970070294529,0.43,43,57
0,5,2,8,0.01,ReLU,SGD,22,1.4271163556401458,0.24,24,76
0,6,4,8,0.01,ReLU,SGD,-16,1.2378743560016174,0.29,29,71
0,7,3,8,0.01,ReLU,SGD,99,0.6539264674066639,0.52,52,48
0,8,3,8,0.01,ReLU,SGD,129,0.579818495252942,0.56,56,44
0,9,5,8,0.01,ReLU,SGD,50,0.7765287894989963,0.46,46,54
0,10,1,8,0.01,ReLU,SGD,-49,1.3093333199837622,0.27,27,73
0,11,1,8,0.01,ReLU,SGD,80,0.579818495252942,0.56,56,44
0,12,4,8,0.01,ReLU,SGD,42,0.9942522733438669,0.37,37,63
0,13,1,8,0.01,ReLU,SGD,125,0.6733445532637656,0.51,51,49
0,14,3,8,0.01,ReLU,SGD,-10,1.6094379124341003,0.2,20,80
0,15,2,8,0.01,ReLU,SGD,107,0.7985076962177716,0.45,45,55
0,16,3,8,0.01,ReLU,SGD,49,1.0788096613719298,0.34,34,66
0,17,5,8,0.01,ReLU,SGD,104,0.916290731874155,0.4,40,60
0,18,2,8,0.01,ReLU,SGD,34,1.3470736479666092,0.26,26,74
0,19,3,8,0.01,ReLU,SGD,3,1.1086626245216111,0.33,33,67
0,20,1,8,0.01,ReLU,SGD,71,0.6539264674066639,0.52,52,48
0,21,4,8,0.01,ReLU,SGD,13,1.7719568419318752,0.17,17,83
0,22,1,8,0.01,ReLU,SGD,84,1.1394342831883648,0.32,32,68
0,23,5,8,0.01,ReLU,SGD,71,0.8675005677047231,0.42,42,58
0,24,1,8,0.01,ReLU,SGD,21,1.1394342831883648,0.32,32,68
0,25,1,8,0.01,ReLU,SGD,11,1.3470736479666092,0.26,26,74
0,26,2,8,0.01,ReLU,SGD,-35,1.2378743560016174,0.29,29,71
0,27,2,8,0.01,ReLU,SGD,20,0.8915981192837836,0.41,41,59
0,28,4,8,0.01,ReLU,SGD,-103,1.6094379124341003,0.2,20,80
0,29,3,8,0.01,ReLU,SGD,158,0.4155154439616658,0.66,66,34
0,30,1,8,0.01,ReLU,SGD,17,1.0216512475319814,0.36,36,64
0,31,1,8,0.01,ReLU,SGD,71,0.8915981192837836,0.41,41,59
0,32,1,8,0.01,ReLU,SGD,114,0.5108256237659907,0.6,60,40
0,33,2,8,0.01,ReLU,SGD,48,0.7339691750802004,0.48,48,52
0,34,3,8,0.01,ReLU,SGD,82,0.7985076962177716,0.45,45,55
0,35,5,8,0.01,ReLU,SGD,64,1.2039728043259361,0.3,30,70
0,36,2,8,0.01,ReLU,SGD,85,0.7985076962177716,0.45,45,55
0,37,3,8,0.01,ReLU,SGD,-38,0.6348782724359695,0.53,53,47
0,38,2,8,0.01,ReLU,SGD,-66,1.8325814637483102,0.16,16,84
0,39,3,8,0.01,ReLU,SGD,70,0.6348782724359695,0.53,53,47
0,40,2,8,0.01,ReLU,SGD,21,1.171182981502945,0.31,31,69
0,41,3,8,0.01,ReLU,SGD,-1,1.2378743560016174,0.29,29,71
0,42,1,8,0.01,ReLU,SGD,70,1.1394342831883648,0.32,32,68
0,43,3,8,0.01,ReLU,SGD,67,0.6348782724359695,0.53,53,47
0,44,3,8,0.01,ReLU,SGD,8,1.0498221244986778,0.35,35,65
0,45,2,8,0.01,ReLU,SGD,-20,1.1394342831883648,0.32,32,68
0,46,1,8,0.01,ReLU,SGD,155,0.4307829160924542,0.65,65,35
0,47,2,8,0.01,ReLU,SGD,18,0.8209805520698302,0.44,44,56
0,48,1,8,0.01,ReLU,SGD,101,0.7985076962177716,0.45,45,55
