row,column,hidden_layers,hidden_size,learning_rate,activation,optimizer,hp,surprisal,accuracy,good_outcomes,bad_outcomes
0,0,1,8,1.812678785794871,ReLU,SGD,-12,0.7743572359854884,0.461,461,539
0,1,1,8,2.20989622238166,ReLU,SGD,-104,0.7985076962177716,0.45,450,550
0,2,1,8,2.6172963646157283,ReLU,SGD,0,0.8029620465671519,0.448,448,552
0,3,1,8,1.6558997977406942,ReLU,SGD,-156,0.8119307165499123,0.444,444,556
0,4,1,8,2.2153738731071595,ReLU,SGD,-191,0.8029620465671519,0.448,448,552
0,5,1,8,2.277590701129243,ReLU,SGD,-23,0.8007323912398827,0.449,449,551
0,6,1,8,2.7885738774961646,ReLU,SGD,-42,0.789658080940789,0.454,454,546
0,7,1,8,2.6147083814764613,ReLU,SGD,-13,0.7787050689215919,0.459,459,541
0,8,1,8,2.2791316144460954,ReLU,SGD,549,0.7592869830644903,0.468,468,532
0,9,1,8,0.4892729372883243,ReLU,SGD,-1763,1.584745299843729,0.205,205,795
0,10,1,8,1.4331889142078675,ReLU,SGD,1053,0.7465479572870606,0.474,474,526
0,11,1,8,0.7015261602994634,ReLU,SGD,-2745,2.312635428847547,0.099,99,901
0,12,1,8,2.4594880476836605,ReLU,SGD,1394,0.7236063880446539,0.485,485,515
0,13,1,8,0.7820797346202529,ReLU,SGD,-1329,2.0955709236097197,0.123,123,877
0,14,1,8,1.3267274190666376,ReLU,SGD,1030,0.7571525105358577,0.469,469,531
0,15,1,8,1.2146227684032591,ReLU,SGD,-190,0.8029620465671519,0.448,448,552
0,16,1,8,1.7754402756571326,ReLU,SGD,658,0.7550225842780328,0.47,470,530
0,17,1,8,2.875994345717301,ReLU,SGD,638,0.7787050689215919,0.459,459,541
0,18,1,8,1.833960453868317,ReLU,SGD,308,0.789658080940789,0.454,454,546
0,19,1,8,1.1280859867414788,ReLU,SGD,8,0.8462983600541201,0.429,429,571
0,20,1,8,1.1061471479384668,ReLU,SGD,391,0.8651224452997557,0.421,421,579
0,21,1,8,2.3626145978922195,ReLU,SGD,211,0.770028224895903,0.463,463,537
0,22,1,8,1.7025810837980149,ReLU,SGD,-8,0.7486598904902041,0.473,473,527
0,23,1,8,2.4924252326303886,ReLU,SGD,98,0.7528971849657193,0.471,471,529
0,24,1,8,1.3501732970648594,ReLU,SGD,524,0.7635696448564911,0.466,466,534
0,25,1,8,1.6002756428719829,ReLU,SGD,-206,0.7765287894989963,0.46,460,540
0,26,1,8,2.240148260704403,ReLU,SGD,452,0.8051966843685682,0.447,447,553
0,27,1,8,2.5867177700398134,ReLU,SGD,-44,1.0613165039244128,0.346,346,654
0,28,1,8,0.0055464671440337305,ReLU,SGD,543,0.807436326962073,0.446,446,554
0,29,1,8,0.22213877629676032,ReLU,SGD,470,0.7360546815712219,0.479,479,521
0,30,1,8,2.078969653181645,ReLU,SGD,272,0.7423374247507171,0.476,476,524
0,31,1,8,2.7414637284264227,ReLU,SGD,734,0.7465479572870606,0.474,474,526
0,32,1,8,1.717623060228568,ReLU,SGD,765,0.7194911558995473,0.487,487,513
0,33,1,8,1.7948029564442636,ReLU,SGD,204,0.7507762933965817,0.472,472,528
0,34,1,8,1.343920143966827,ReLU,SGD,618,0.7571525105358577,0.469,469,531
0,35,1,8,1.7202617504377573,ReLU,SGD,-37,0.780886094867952,0.458,458,542
0,36,1,8,1.5680062619701465,ReLU,SGD,108,0.7787050689215919,0.459,459,541
0,37,1,8,2.9835707241193687,ReLU,SGD,698,0.770028224895903,0.463,463,537
0,38,1,8,2.7122256939239837,ReLU,SGD,208,0.7787050689215919,0.459,459,541
0,39,1,8,2.919564040643272,ReLU,SGD,873,0.7571525105358577,0.469,469,531
0,40,1,8,0.5407472488158199,ReLU,SGD,-976,1.5186835491656363,0.219,219,781
0,41,1,8,0.6302104652266383,ReLU,SGD,-1051,1.8838747581358606,0.152,152,848
0,42,1,8,2.9707857687267394,ReLU,SGD,690,0.7830718880879323,0.457,457,543
0,43,1,8,2.8262594849270553,ReLU,SGD,-80,0.7852624694677509,0.456,456,544
0,44,1,8,0.09618282545782426,ReLU,SGD,805,0.7852624694677509,0.456,456,544
0,45,1,8,2.3624894100052742,ReLU,SGD,102,0.9702190738997107,0.379,379,621
0,46,1,8,1.341503830685587,ReLU,SGD,-582,1.6398971199188088,0.194,194,806
0,47,1,8,0.047498661571217383,ReLU,SGD,1239,0.527632742082372,0.59,590,410
