,row,column,hidden_layers,hidden_size,learning_rate,activation,optimizer,hp,surprisal,accuracy,good_outcomes,bad_outcomes
200,4,0,1,31,0.01,ReLU,SGD,56,0.941608539858445,0.39,39,61
201,4,1,1,21,0.01,ReLU,SGD,58,0.9942522733438669,0.37,37,63
202,4,2,1,15,0.01,ReLU,SGD,47,0.9675840262617056,0.38,38,62
203,4,3,1,49,0.01,ReLU,SGD,26,0.8209805520698302,0.44,44,56
204,4,4,1,45,0.01,ReLU,SGD,43,0.7339691750802004,0.48,48,52
205,4,5,1,42,0.01,ReLU,SGD,42,0.9675840262617056,0.38,38,62
206,4,6,1,8,0.01,ReLU,SGD,51,1.1394342831883648,0.32,32,68
207,4,7,1,14,0.01,ReLU,SGD,23,1.2039728043259361,0.3,30,70
208,4,8,1,35,0.01,ReLU,SGD,49,1.0216512475319814,0.36,36,64
209,4,9,1,28,0.01,ReLU,SGD,53,0.9942522733438669,0.37,37,63
210,4,10,1,31,0.01,ReLU,SGD,85,0.8915981192837836,0.41,41,59
211,4,11,1,41,0.01,ReLU,SGD,59,0.8915981192837836,0.41,41,59
212,4,12,1,59,0.01,ReLU,SGD,48,1.0216512475319814,0.36,36,64
213,4,13,1,50,0.01,ReLU,SGD,59,0.8209805520698302,0.44,44,56
214,4,14,1,18,0.01,ReLU,SGD,-6,1.7147984280919266,0.18,18,82
215,4,15,1,43,0.01,ReLU,SGD,34,1.2039728043259361,0.3,30,70
216,4,16,1,63,0.01,ReLU,SGD,37,1.2729656758128873,0.28,28,72
217,4,17,1,54,0.01,ReLU,SGD,37,1.0216512475319814,0.36,36,64
218,4,18,1,31,0.01,ReLU,SGD,72,0.8915981192837836,0.41,41,59
219,4,19,1,52,0.01,ReLU,SGD,63,0.916290731874155,0.4,40,60
220,4,20,1,17,0.01,ReLU,SGD,40,0.8675005677047231,0.42,42,58
221,4,21,1,37,0.01,ReLU,SGD,52,1.0216512475319814,0.36,36,64
222,4,22,1,10,0.01,ReLU,SGD,-68,1.5606477482646683,0.21,21,79
223,4,23,1,61,0.01,ReLU,SGD,51,0.8675005677047231,0.42,42,58
224,4,24,1,35,0.01,ReLU,SGD,54,0.941608539858445,0.39,39,61
225,4,25,1,47,0.01,ReLU,SGD,95,0.8209805520698302,0.44,44,56
226,4,26,1,46,0.01,ReLU,SGD,46,1.0498221244986778,0.35,35,65
227,4,27,1,12,0.01,ReLU,SGD,11,1.2039728043259361,0.3,30,70
228,4,28,1,10,0.01,ReLU,SGD,63,0.8915981192837836,0.41,41,59
229,4,29,1,10,0.01,ReLU,SGD,-36,1.5606477482646683,0.21,21,79
230,4,30,1,55,0.01,ReLU,SGD,54,0.8915981192837836,0.41,41,59
231,4,31,1,48,0.01,ReLU,SGD,80,0.7765287894989963,0.46,46,54
232,4,32,1,59,0.01,ReLU,SGD,56,0.9675840262617056,0.38,38,62
233,4,33,1,13,0.01,ReLU,SGD,83,1.0216512475319814,0.36,36,64
234,4,34,1,15,0.01,ReLU,SGD,66,1.0216512475319814,0.36,36,64
235,4,35,1,37,0.01,ReLU,SGD,17,1.2378743560016174,0.29,29,71
236,4,36,1,36,0.01,ReLU,SGD,77,0.916290731874155,0.4,40,60
237,4,37,1,18,0.01,ReLU,SGD,45,0.9942522733438669,0.37,37,63
238,4,38,1,34,0.01,ReLU,SGD,42,1.0788096613719298,0.34,34,66
239,4,39,1,16,0.01,ReLU,SGD,49,1.0498221244986778,0.35,35,65
240,4,40,1,45,0.01,ReLU,SGD,72,0.8675005677047231,0.42,42,58
241,4,41,1,50,0.01,ReLU,SGD,12,1.0216512475319814,0.36,36,64
242,4,42,1,57,0.01,ReLU,SGD,48,1.1394342831883648,0.32,32,68
243,4,43,1,49,0.01,ReLU,SGD,71,1.1086626245216111,0.33,33,67
244,4,44,1,53,0.01,ReLU,SGD,69,0.9942522733438669,0.37,37,63
245,4,45,1,51,0.01,ReLU,SGD,24,1.4696759700589417,0.23,23,77
